Município,CÓDIGO,NOME,2022/jan.,2022/fev.,2022/mar.,2022/abr.,2022/mai.,2022/jun.,2022/jul.,2022/ago.,SOMA,SUBTRAÇÃO,MÉDIA
280040 ARAUA,,,-,-,-,-,-,-,-,-,,,
280050 AREIA BRANCA,,,-,-,-,-,-,-,-,-,,,
280060 BARRA DOS COQUEIROS,,,-,-,-,-,-,-,-,-,,,
280067 BOQUIM,,,-,-,-,-,-,-,-,-,,,
280070 BREJO GRANDE,,,-,-,-,-,-,-,-,-,,,
280100 CAMPO DO BRITO,,,-,-,-,-,-,-,-,-,,,
280110 CANHOBA,,,-,-,-,-,-,-,-,-,,,
280120 CANINDE DE SAO FRANCISCO,,,4,7,6,3,5,1,1,-,,,
280130 CAPELA,,,25,36,41,51,52,39,9,-,,,
280140 CARIRA,,,-,-,-,-,-,-,-,-,,,
280150 CARMOPOLIS,,,-,-,-,-,-,-,-,-,,,
280160 CEDRO DE SAO JOAO,,,-,-,-,-,-,-,-,-,,,
280170 CRISTINAPOLIS,,,-,-,-,-,-,-,-,-,,,
280190 CUMBE,,,-,-,-,-,-,-,-,-,,,
280200 DIVINA PASTORA,,,-,-,-,-,-,-,-,-,,,
280210 ESTANCIA,,,22,41,18,20,26,35,21,1,,,
280220 FEIRA NOVA,,,-,-,-,-,-,-,-,-,,,
280230 FREI PAULO,,,-,-,-,-,-,-,-,-,,,
280240 GARARU,,,-,-,-,-,-,-,-,-,,,
280250 GENERAL MAYNARD,,,-,-,-,-,-,-,-,-,,,
280260 GRACHO CARDOSO,,,-,-,-,-,-,-,-,-,,,
280270 ILHA DAS FLORES,,,-,-,-,-,-,-,-,-,,,
280280 INDIAROBA,,,-,-,-,-,-,-,-,-,,,
280290 ITABAIANA,,,36,42,27,34,20,18,-,-,,,
280300 ITABAIANINHA,,,-,-,-,-,-,-,-,-,,,
280310 ITABI,,,-,-,-,-,-,-,-,-,,,
280320 ITAPORANGA D'AJUDA,,,-,-,-,-,-,-,-,-,,,
280330 JAPARATUBA,,,-,-,-,-,-,-,-,-,,,
280340 JAPOATA,,,-,-,-,-,-,-,-,-,,,
280350 LAGARTO,,,60,49,22,39,33,35,44,15,,,
280360 LARANJEIRAS,,,-,-,-,-,-,-,-,-,,,
280370 MACAMBIRA,,,-,-,-,-,-,-,-,-,,,
280380 MALHADA DOS BOIS,,,-,-,-,-,-,-,-,-,,,
280390 MALHADOR,,,-,-,-,-,-,-,-,-,,,
280400 MARUIM,,,-,-,-,-,-,-,-,-,,,
280410 MOITA BONITA,,,-,-,-,-,-,-,-,-,,,
280420 MONTE ALEGRE DE SERGIPE,,,-,-,-,-,-,-,-,-,,,
280430 MURIBECA,,,-,-,-,-,-,-,-,-,,,
280440 NEOPOLIS,,,-,-,-,-,-,-,-,-,,,
280445 NOSSA SENHORA APARECIDA,,,-,-,-,-,-,-,-,-,,,
280450 NOSSA SENHORA DA GLORIA,,,4,8,9,14,7,6,-,-,,,
280460 NOSSA SENHORA DAS DORES,,,-,-,-,-,-,-,-,-,,,
280470 NOSSA SENHORA DE LOURDES,,,-,-,-,-,-,-,-,-,,,
280480 NOSSA SENHORA DO SOCORRO,,,40,28,12,13,21,19,15,-,,,
280490 PACATUBA,,,-,-,-,-,-,-,-,-,,,
280500 PEDRA MOLE,,,-,-,-,-,-,-,-,-,,,
280510 PEDRINHAS,,,-,-,-,-,-,-,-,-,,,
280520 PINHAO,,,-,-,-,-,-,-,-,-,,,
280530 PIRAMBU,,,-,-,-,-,-,-,-,-,,,
280540 POCO REDONDO,,,-,-,-,-,-,-,-,-,,,
280550 POCO VERDE,,,-,-,-,-,-,-,-,-,,,
280560 PORTO DA FOLHA,,,-,-,-,-,-,-,-,-,,,
280570 PROPRIA,,,13,13,5,12,9,13,23,3,,,
280580 RIACHAO DO DANTAS,,,-,-,-,-,-,-,-,-,,,
280590 RIACHUELO,,,4,11,20,27,15,22,7,-,,,
280600 RIBEIROPOLIS,,,-,-,-,-,-,-,-,-,,,
280610 ROSARIO DO CATETE,,,-,-,-,-,-,-,-,-,,,
280620 SALGADO,,,-,-,-,-,-,-,-,-,,,
280630 SANTA LUZIA DO ITANHY,,,-,-,-,-,-,-,-,-,,,
280640 SANTANA DO SAO FRANCISCO,,,-,-,-,-,-,-,-,-,,,
280650 SANTA ROSA DE LIMA,,,-,-,-,-,-,-,-,-,,,
280660 SANTO AMARO DAS BROTAS,,,-,-,-,-,-,-,-,-,,,
280670 SAO CRISTOVAO,,,19,15,2,9,11,10,15,-,,,
280680 SAO DOMINGOS,,,-,-,-,-,-,-,-,-,,,
280690 SAO FRANCISCO,,,-,-,-,-,-,-,-,-,,,
280700 SAO MIGUEL DO ALEIXO,,,-,-,-,-,-,-,-,-,,,
280710 SIMAO DIAS,,,6,3,4,1,6,3,3,3,,,
280720 SIRIRI,,,-,-,-,-,-,-,-,-,,,
280730 TELHA,,,-,-,-,-,-,-,-,-,,,
280740 TOBIAS BARRETO,,,-,-,-,-,-,-,-,-,,,
280750 TOMAR DO GERU,,,-,-,-,-,-,-,-,-,,,
280760 UMBAUBA,,,-,-,-,-,-,-,-,-,,,
290010 ABAIRA,,,-,-,-,-,-,-,-,-,,,
290020 ABARE,,,2,1,4,2,1,7,5,5,,,
290030 ACAJUTIBA,,,-,-,-,-,-,-,-,-,,,
290035 ADUSTINA,,,-,-,-,-,-,-,-,-,,,
290040 AGUA FRIA,,,1,1,-,-,1,-,-,1,,,
290050 ERICO CARDOSO,,,3,-,3,2,1,1,1,2,,,
290060 AIQUARA,,,-,-,-,-,-,-,-,-,,,
290070 ALAGOINHAS,,,42,36,21,22,9,-,-,-,,,
290080 ALCOBACA,,,3,3,5,3,9,-,-,-,,,
290090 ALMADINA,,,-,-,-,-,-,-,-,-,,,
290100 AMARGOSA,,,4,12,5,3,6,4,-,-,,,
290110 AMELIA RODRIGUES,,,-,1,-,1,-,-,-,-,,,
290115 AMERICA DOURADA,,,6,6,3,8,4,3,3,-,,,
290120 ANAGE,,,-,-,-,-,-,-,-,-,,,
290130 ANDARAI,,,2,1,1,2,4,-,-,-,,,
290135 ANDORINHA,,,-,-,-,-,-,-,-,-,,,
290140 ANGICAL,,,-,1,-,-,-,-,-,-,,,
290150 ANGUERA,,,11,1,1,1,3,-,1,2,,,
290160 ANTAS,,,68,42,53,81,66,43,45,31,,,
290170 ANTONIO CARDOSO,,,-,-,-,-,-,-,-,-,,,
290180 ANTONIO GONCALVES,,,-,-,-,-,-,-,-,-,,,
290190 APORA,,,-,-,-,-,-,-,-,-,,,
290195 APUAREMA,,,-,-,-,-,-,-,-,-,,,
290200 ARACATU,,,2,2,1,1,-,-,2,-,,,
290205 ARACAS,,,2,1,-,-,-,3,1,-,,,
290210 ARACI,,,7,4,2,7,5,4,3,4,,,
290220 ARAMARI,,,-,-,-,-,-,-,-,-,,,
290225 ARATACA,,,-,-,-,-,-,-,-,-,,,
290230 ARATUIPE,,,-,-,-,-,-,-,-,-,,,
290240 AURELINO LEAL,,,42,26,35,14,67,34,27,23,,,
290250 BAIANOPOLIS,,,2,6,1,-,-,-,-,-,,,
290260 BAIXA GRANDE,,,4,3,4,3,10,4,1,1,,,
290265 BANZAE,,,-,-,-,-,-,-,-,-,,,
290270 BARRA,,,31,19,7,5,9,8,2,1,,,
290280 BARRA DA ESTIVA,,,12,21,14,13,10,3,3,1,,,
290290 BARRA DO CHOCA,,,7,11,3,3,2,-,-,-,,,
290300 BARRA DO MENDES,,,15,8,1,11,8,17,4,1,,,
290310 BARRA DO ROCHA,,,-,-,-,-,-,-,-,-,,,
290320 BARREIRAS,,,113,49,37,35,47,63,27,3,,,
290323 BARRO ALTO,,,23,18,28,10,6,-,-,-,,,
290327 BARROCAS,,,6,5,6,5,5,1,1,1,,,
290330 BARRO PRETO,,,-,-,1,-,-,-,-,-,,,
290340 BELMONTE,,,16,5,6,5,10,7,5,3,,,
290350 BELO CAMPO,,,6,2,1,-,-,2,2,1,,,
290360 BIRITINGA,,,3,-,2,1,-,2,1,-,,,
290370 BOA NOVA,,,-,-,-,-,-,-,-,-,,,
290380 BOA VISTA DO TUPIM,,,1,1,-,1,-,1,-,-,,,
290390 BOM JESUS DA LAPA,,,32,26,9,12,8,13,12,3,,,
290395 BOM JESUS DA SERRA,,,2,5,4,2,-,-,-,-,,,
290400 BONINAL,,,1,2,3,4,1,3,2,-,,,
290405 BONITO,,,11,8,13,16,9,6,4,6,,,
290410 BOQUIRA,,,1,5,3,2,3,3,6,2,,,
290420 BOTUPORA,,,4,3,2,-,2,5,2,-,,,
290430 BREJOES,,,5,5,8,4,3,10,7,4,,,
290440 BREJOLANDIA,,,1,-,1,1,1,2,-,1,,,
290450 BROTAS DE MACAUBAS,,,-,-,-,-,-,-,-,-,,,
290460 BRUMADO,,,40,39,35,39,35,29,11,11,,,
290470 BUERAREMA,,,-,-,-,-,-,-,-,-,,,
290475 BURITIRAMA,,,16,17,11,19,17,21,12,17,,,
290480 CAATIBA,,,1,-,-,-,-,-,-,-,,,
290485 CABACEIRAS DO PARAGUACU,,,-,-,-,-,-,-,-,-,,,
290490 CACHOEIRA,,,22,8,2,6,5,5,7,2,,,
290500 CACULE,,,3,8,10,8,5,3,5,5,,,
290510 CAEM,,,14,12,6,8,13,14,9,7,,,
290515 CAETANOS,,,-,-,-,-,-,-,-,-,,,
290520 CAETITE,,,82,56,33,34,23,27,28,12,,,
290530 CAFARNAUM,,,12,8,5,11,10,9,4,2,,,
290540 CAIRU,,,-,-,-,-,-,-,-,-,,,
290550 CALDEIRAO GRANDE,,,25,17,27,17,20,25,22,13,,,
290560 CAMACAN,,,75,50,28,33,26,23,10,4,,,
290570 CAMACARI,,,3,4,8,8,9,4,-,-,,,
290580 CAMAMU,,,-,-,6,9,12,6,10,9,,,
290590 CAMPO ALEGRE DE LOURDES,,,37,12,24,34,16,15,8,-,,,
290600 CAMPO FORMOSO,,,59,53,20,21,18,27,17,12,,,
290610 CANAPOLIS,,,15,5,4,4,4,5,3,1,,,
290620 CANARANA,,,21,7,15,8,9,9,9,-,,,
290630 CANAVIEIRAS,,,5,10,4,6,6,7,7,-,,,
290640 CANDEAL,,,1,2,-,-,-,-,-,-,,,
290650 CANDEIAS,,,4,8,11,7,8,10,4,3,,,
290660 CANDIBA,,,7,2,9,5,3,6,1,1,,,
290670 CANDIDO SALES,,,4,1,1,1,2,1,-,-,,,
290680 CANSANCAO,,,24,27,17,20,16,8,27,19,,,
290682 CANUDOS,,,-,3,7,7,1,5,3,5,,,
290685 CAPELA DO ALTO ALEGRE,,,-,-,-,-,-,-,-,-,,,
290687 CAPIM GROSSO,,,12,7,5,4,4,7,7,3,,,
290689 CARAIBAS,,,-,-,-,-,-,-,-,-,,,
290690 CARAVELAS,,,7,4,2,4,5,1,4,2,,,
290700 CARDEAL DA SILVA,,,-,-,-,-,-,-,-,-,,,
290710 CARINHANHA,,,5,11,10,7,9,5,2,-,,,
290720 CASA NOVA,,,2,12,9,11,11,8,5,-,,,
290730 CASTRO ALVES,,,5,9,2,1,-,1,5,-,,,
290740 CATOLANDIA,,,-,-,-,-,-,-,-,-,,,
290750 CATU,,,7,9,9,8,7,10,8,-,,,
290755 CATURAMA,,,3,3,3,3,1,2,1,-,,,
290760 CENTRAL,,,3,2,4,1,3,1,-,-,,,
290770 CHORROCHO,,,-,-,-,-,-,-,-,-,,,
290780 CICERO DANTAS,,,12,11,4,3,5,1,-,-,,,
290790 CIPO,,,1,7,1,9,7,9,4,2,,,
290800 COARACI,,,4,1,1,-,1,-,-,-,,,
290810 COCOS,,,31,35,36,43,38,31,36,37,,,
290820 CONCEICAO DA FEIRA,,,5,4,-,-,-,-,-,-,,,
290830 CONCEICAO DO ALMEIDA,,,17,3,2,3,7,-,2,2,,,
290840 CONCEICAO DO COITE,,,17,21,20,27,23,19,22,-,,,
290850 CONCEICAO DO JACUIPE,,,15,4,3,1,-,-,-,-,,,
290860 CONDE,,,-,1,1,-,1,2,3,2,,,
290870 CONDEUBA,,,8,4,1,2,2,1,-,2,,,
290880 CONTENDAS DO SINCORA,,,-,-,-,-,-,-,-,-,,,
290890 CORACAO DE MARIA,,,7,5,6,6,2,5,10,4,,,
290900 CORDEIROS,,,3,1,2,2,2,-,-,-,,,
290910 CORIBE,,,1,4,3,2,9,5,4,-,,,
290920 CORONEL JOAO SA,,,-,-,-,-,-,-,-,-,,,
290930 CORRENTINA,,,30,49,49,17,21,31,15,26,,,
290940 COTEGIPE,,,-,-,-,-,-,-,-,-,,,
290950 CRAVOLANDIA,,,44,15,29,22,21,17,19,19,,,
290960 CRISOPOLIS,,,3,-,1,1,5,4,1,4,,,
290970 CRISTOPOLIS,,,74,54,56,75,67,65,55,80,,,
290980 CRUZ DAS ALMAS,,,7,3,6,2,6,-,-,-,,,
290990 CURACA,,,52,29,27,15,17,3,-,-,,,
291000 DARIO MEIRA,,,-,-,-,-,-,-,-,-,,,
291005 DIAS D'AVILA,,,22,2,1,3,2,4,-,2,,,
291010 DOM BASILIO,,,3,-,1,-,1,3,-,1,,,
291020 DOM MACEDO COSTA,,,-,-,-,-,-,-,-,-,,,
291030 ELISIO MEDRADO,,,2,-,1,1,-,-,3,-,,,
291040 ENCRUZILHADA,,,13,7,5,11,6,-,-,-,,,
291050 ENTRE RIOS,,,3,4,-,3,2,6,8,2,,,
291060 ESPLANADA,,,2,7,5,4,3,3,5,2,,,
291070 EUCLIDES DA CUNHA,,,16,24,23,18,12,19,13,10,,,
291072 EUNAPOLIS,,,69,63,27,42,29,21,14,-,,,
291075 FATIMA,,,-,-,-,-,-,-,-,-,,,
291077 FEIRA DA MATA,,,-,-,-,-,-,-,-,-,,,
291080 FEIRA DE SANTANA,,,214,162,200,137,109,24,21,18,,,
291085 FILADELFIA,,,17,-,7,5,2,3,2,-,,,
291090 FIRMINO ALVES,,,-,-,-,-,-,-,-,-,,,
291100 FLORESTA AZUL,,,-,-,-,-,-,-,-,-,,,
291110 FORMOSA DO RIO PRETO,,,66,79,-,-,10,-,-,-,,,
291120 GANDU,,,11,7,13,5,17,3,-,-,,,
291125 GAVIAO,,,-,-,-,-,-,-,-,-,,,
291130 GENTIO DO OURO,,,-,4,1,1,2,2,2,-,,,
291140 GLORIA,,,-,-,-,-,-,-,-,-,,,
291150 GONGOGI,,,2,4,5,-,3,2,-,1,,,
291160 GOVERNADOR MANGABEIRA,,,-,-,-,-,-,-,-,-,,,
291165 GUAJERU,,,-,-,-,-,-,-,-,-,,,
291170 GUANAMBI,,,45,35,32,49,37,29,32,4,,,
291180 GUARATINGA,,,7,10,9,4,-,5,2,-,,,
291185 HELIOPOLIS,,,-,-,-,-,-,-,-,-,,,
291190 IACU,,,6,2,-,-,-,-,-,-,,,
291200 IBIASSUCE,,,22,1,5,7,3,5,4,4,,,
291210 IBICARAI,,,7,1,2,6,5,6,4,2,,,
291220 IBICOARA,,,-,-,-,-,-,-,-,-,,,
291230 IBICUI,,,2,-,1,-,3,-,-,-,,,
291240 IBIPEBA,,,-,-,-,-,1,4,3,1,,,
291250 IBIPITANGA,,,8,11,6,2,-,4,3,-,,,
291260 IBIQUERA,,,-,-,-,-,-,-,-,-,,,
291270 IBIRAPITANGA,,,21,26,21,27,28,16,21,32,,,
291280 IBIRAPUA,,,16,4,4,5,1,2,1,3,,,
291290 IBIRATAIA,,,11,10,13,18,41,22,15,15,,,
291300 IBITIARA,,,30,14,7,8,10,16,23,-,,,
291310 IBITITA,,,1,-,1,1,3,-,-,-,,,
291320 IBOTIRAMA,,,14,11,3,2,6,5,-,-,,,
291330 ICHU,,,-,-,-,-,-,-,-,-,,,
291340 IGAPORA,,,4,8,4,1,6,2,3,3,,,
291345 IGRAPIUNA,,,6,4,10,-,2,3,2,9,,,
291350 IGUAI,,,55,70,41,36,46,48,51,63,,,
291360 ILHEUS,,,290,226,226,172,158,176,211,110,,,
291370 INHAMBUPE,,,1,8,1,-,-,-,2,2,,,
291380 IPECAETA,,,-,-,1,2,-,-,-,-,,,
291390 IPIAU,,,35,27,38,21,29,28,13,8,,,
291400 IPIRA,,,3,3,2,1,3,6,7,-,,,
291410 IPUPIARA,,,1,1,-,-,-,1,-,-,,,
291420 IRAJUBA,,,31,19,11,9,8,7,7,16,,,
291430 IRAMAIA,,,14,18,11,9,7,18,14,14,,,
291440 IRAQUARA,,,11,10,7,12,14,11,12,14,,,
291450 IRARA,,,-,1,2,1,2,4,-,-,,,
291460 IRECE,,,43,54,31,28,11,4,-,-,,,
291465 ITABELA,,,9,7,5,12,8,6,-,-,,,
291470 ITABERABA,,,64,47,6,14,7,10,11,1,,,
291480 ITABUNA,,,120,119,85,79,117,103,71,4,,,
291490 ITACARE,,,9,8,6,9,25,14,7,-,,,
291500 ITAETE,,,1,1,2,2,2,-,-,-,,,
291510 ITAGI,,,3,1,-,1,2,4,-,-,,,
291520 ITAGIBA,,,-,-,-,-,-,-,-,-,,,
291530 ITAGIMIRIM,,,-,-,-,-,-,-,-,-,,,
291535 ITAGUACU DA BAHIA,,,8,3,3,5,1,2,5,2,,,
291540 ITAJU DO COLONIA,,,2,3,5,5,1,1,-,2,,,
291550 ITAJUIPE,,,86,100,95,59,85,79,78,96,,,
291560 ITAMARAJU,,,63,23,32,16,11,7,-,-,,,
291570 ITAMARI,,,-,-,-,-,-,-,-,-,,,
291580 ITAMBE,,,15,13,15,16,17,11,14,10,,,
291590 ITANAGRA,,,-,-,-,-,-,-,-,-,,,
291600 ITANHEM,,,12,8,10,10,7,9,9,2,,,
291610 ITAPARICA,,,16,9,4,5,7,10,9,5,,,
291620 ITAPE,,,-,-,-,-,-,-,-,-,,,
291630 ITAPEBI,,,1,3,5,2,2,5,7,-,,,
291640 ITAPETINGA,,,19,22,25,17,16,20,16,9,,,
291650 ITAPICURU,,,10,22,24,20,14,32,34,9,,,
291660 ITAPITANGA,,,6,-,-,-,-,-,-,-,,,
291670 ITAQUARA,,,15,12,14,5,10,5,5,6,,,
291680 ITARANTIM,,,10,11,12,6,2,9,9,12,,,
291685 ITATIM,,,5,1,3,1,1,1,1,-,,,
291690 ITIRUCU,,,28,52,55,42,40,41,45,35,,,
291700 ITIUBA,,,21,8,7,7,13,7,5,1,,,
291710 ITORORO,,,24,22,10,16,7,8,24,12,,,
291720 ITUACU,,,3,3,2,1,2,3,-,1,,,
291730 ITUBERA,,,5,3,5,1,2,2,4,5,,,
291733 IUIU,,,-,-,-,1,1,-,-,-,,,
291735 JABORANDI,,,5,2,6,4,3,-,-,-,,,
291740 JACARACI,,,15,8,2,2,4,3,6,4,,,
291750 JACOBINA,,,41,38,15,14,22,21,17,5,,,
291760 JAGUAQUARA,,,4,-,-,1,-,-,-,-,,,
291770 JAGUARARI,,,12,10,4,5,5,9,5,4,,,
291780 JAGUARIPE,,,-,-,-,-,-,-,-,-,,,
291790 JANDAIRA,,,-,-,-,-,-,-,-,-,,,
291800 JEQUIE,,,108,74,22,32,27,63,107,12,,,
291810 JEREMOABO,,,5,1,3,-,3,6,1,4,,,
291820 JIQUIRICA,,,6,4,3,3,4,4,3,11,,,
291830 JITAUNA,,,2,1,4,2,-,3,7,-,,,
291835 JOAO DOURADO,,,5,19,4,5,6,6,5,3,,,
291840 JUAZEIRO,,,63,38,25,26,31,27,35,12,,,
291845 JUCURUCU,,,-,-,-,-,-,-,-,-,,,
291850 JUSSARA,,,11,10,7,5,7,10,11,5,,,
291855 JUSSARI,,,1,1,-,1,-,-,-,-,,,
291860 JUSSIAPE,,,4,4,2,-,1,1,-,-,,,
291870 LAFAIETE COUTINHO,,,-,-,-,-,-,-,-,-,,,
291875 LAGOA REAL,,,-,-,-,-,-,-,-,-,,,
291880 LAJE,,,8,7,1,1,-,2,3,-,,,
291890 LAJEDAO,,,-,-,-,-,-,-,-,-,,,
291900 LAJEDINHO,,,-,-,-,-,-,-,-,-,,,
291905 LAJEDO DO TABOCAL,,,7,1,6,5,8,1,1,1,,,
291910 LAMARAO,,,-,-,-,-,-,-,-,-,,,
291915 LAPAO,,,8,25,23,23,14,18,13,13,,,
291920 LAURO DE FREITAS,,,207,259,46,10,11,7,7,2,,,
291930 LENCOIS,,,1,-,-,-,2,-,1,-,,,
291940 LICINIO DE ALMEIDA,,,5,4,1,3,4,1,1,3,,,
291950 LIVRAMENTO DE NOSSA SENHORA,,,15,20,17,8,15,12,11,4,,,
291955 LUIS EDUARDO MAGALHAES,,,20,11,5,-,1,-,-,-,,,
291960 MACAJUBA,,,1,6,-,-,2,1,-,-,,,
291970 MACARANI,,,22,16,11,14,18,9,7,5,,,
291980 MACAUBAS,,,14,3,4,8,8,9,5,3,,,
291990 MACURURE,,,-,-,-,-,-,-,-,-,,,
291992 MADRE DE DEUS,,,-,-,-,-,-,-,-,-,,,
291995 MAETINGA,,,-,-,-,-,-,-,-,-,,,
292000 MAIQUINIQUE,,,6,3,2,1,2,1,2,2,,,
292010 MAIRI,,,5,4,3,2,-,7,6,-,,,
292020 MALHADA,,,5,4,-,2,-,3,5,1,,,
292030 MALHADA DE PEDRAS,,,-,-,-,-,-,-,-,-,,,
292040 MANOEL VITORINO,,,-,-,-,-,-,-,-,-,,,
292045 MANSIDAO,,,-,-,-,-,-,-,-,-,,,
292050 MARACAS,,,12,27,13,9,10,8,7,4,,,
292060 MARAGOGIPE,,,-,-,-,-,-,-,-,-,,,
292070 MARAU,,,-,-,-,-,-,-,-,-,,,
292080 MARCIONILIO SOUZA,,,1,4,-,2,1,3,2,2,,,
292090 MASCOTE,,,-,-,-,-,-,-,-,-,,,
292100 MATA DE SAO JOAO,,,10,10,14,5,4,7,6,3,,,
292105 MATINA,,,5,2,3,2,-,5,2,1,,,
292110 MEDEIROS NETO,,,21,13,20,19,19,4,5,2,,,
292120 MIGUEL CALMON,,,10,13,10,4,9,2,10,1,,,
292130 MILAGRES,,,4,2,2,-,-,-,1,-,,,
292140 MIRANGABA,,,-,-,-,-,-,-,-,-,,,
292145 MIRANTE,,,-,-,-,-,-,-,-,-,,,
292150 MONTE SANTO,,,28,19,7,9,12,13,13,17,,,
292160 MORPARA,,,-,-,-,-,-,-,-,-,,,
292170 MORRO DO CHAPEU,,,28,10,12,16,12,16,8,6,,,
292180 MORTUGABA,,,6,1,2,-,6,2,1,1,,,
292190 MUCUGE,,,1,4,1,2,-,2,1,4,,,
292200 MUCURI,,,12,8,3,5,2,1,3,-,,,
292205 MULUNGU DO MORRO,,,5,14,6,10,8,3,2,2,,,
292210 MUNDO NOVO,,,3,1,2,1,-,2,2,1,,,
292220 MUNIZ FERREIRA,,,-,-,-,-,-,-,-,-,,,
292225 MUQUEM DE SAO FRANCISCO,,,-,-,-,-,-,-,-,-,,,
292230 MURITIBA,,,-,-,-,-,-,-,-,-,,,
292240 MUTUIPE,,,4,8,4,10,1,7,9,3,,,
292250 NAZARE,,,4,9,9,11,5,2,1,1,,,
292260 NILO PECANHA,,,-,-,-,-,-,-,-,-,,,
292265 NORDESTINA,,,7,-,-,-,-,2,-,-,,,
292270 NOVA CANAA,,,40,46,40,49,33,34,41,40,,,
292273 NOVA FATIMA,,,3,2,1,3,1,1,-,1,,,
292275 NOVA IBIA,,,-,-,-,-,-,-,-,-,,,
292280 NOVA ITARANA,,,-,-,-,-,-,-,-,-,,,
292285 NOVA REDENCAO,,,-,-,-,-,-,-,-,-,,,
292290 NOVA SOURE,,,12,6,2,5,1,2,-,-,,,
292300 NOVA VICOSA,,,9,9,4,6,11,4,11,-,,,
292303 NOVO HORIZONTE,,,-,-,-,-,-,-,-,-,,,
292305 NOVO TRIUNFO,,,-,-,-,-,-,-,-,-,,,
292310 OLINDINA,,,35,44,26,27,24,32,15,-,,,
292320 OLIVEIRA DOS BREJINHOS,,,11,6,4,5,3,2,2,-,,,
292330 OURICANGAS,,,-,1,1,-,1,-,1,-,,,
292335 OUROLANDIA,,,2,-,8,3,3,2,-,-,,,
292340 PALMAS DE MONTE ALTO,,,6,4,4,1,1,1,4,5,,,
292350 PALMEIRAS,,,-,-,-,-,-,-,-,-,,,
292360 PARAMIRIM,,,13,16,9,7,20,15,2,-,,,
292370 PARATINGA,,,12,9,7,9,1,25,5,2,,,
292380 PARIPIRANGA,,,-,-,-,2,4,1,2,-,,,
292390 PAU BRASIL,,,-,3,1,2,2,3,6,1,,,
292400 PAULO AFONSO,,,45,48,21,29,22,31,31,11,,,
292405 PE DE SERRA,,,3,2,1,2,-,4,3,7,,,
292410 PEDRAO,,,-,-,-,-,-,-,-,-,,,
292420 PEDRO ALEXANDRE,,,-,-,-,-,-,-,-,-,,,
292430 PIATA,,,11,10,2,-,-,3,7,-,,,
292440 PILAO ARCADO,,,-,-,-,-,-,-,-,-,,,
292450 PINDAI,,,28,11,14,9,10,33,13,6,,,
292460 PINDOBACU,,,11,13,5,4,12,2,8,4,,,
292465 PINTADAS,,,2,5,1,2,3,1,4,-,,,
292467 PIRAI DO NORTE,,,-,-,-,-,-,-,-,-,,,
292470 PIRIPA,,,-,-,-,-,5,1,1,1,,,
292480 PIRITIBA,,,-,3,-,1,-,-,-,-,,,
292490 PLANALTINO,,,9,19,9,9,4,13,7,7,,,
292500 PLANALTO,,,5,1,1,3,1,3,3,2,,,
292510 POCOES,,,12,7,5,8,6,6,3,3,,,
292520 POJUCA,,,6,5,4,6,3,-,2,-,,,
292525 PONTO NOVO,,,8,9,10,7,8,3,1,-,,,
292530 PORTO SEGURO,,,103,47,38,30,37,27,14,10,,,
292540 POTIRAGUA,,,-,-,-,2,-,1,-,-,,,
292550 PRADO,,,-,9,5,6,8,5,-,-,,,
292560 PRESIDENTE DUTRA,,,12,9,8,9,10,6,5,4,,,
292570 PRESIDENTE JANIO QUADROS,,,-,-,-,-,-,-,-,-,,,
292575 PRESIDENTE TANCREDO NEVES,,,6,5,5,2,5,8,5,2,,,
292580 QUEIMADAS,,,46,35,37,37,34,32,30,25,,,
292590 QUIJINGUE,,,11,11,6,8,7,8,5,1,,,
292593 QUIXABEIRA,,,-,-,-,-,-,-,-,-,,,
292595 RAFAEL JAMBEIRO,,,-,-,-,1,1,3,2,-,,,
292600 REMANSO,,,9,21,1,-,-,4,5,4,,,
292610 RETIROLANDIA,,,2,6,3,1,3,-,-,-,,,
292620 RIACHAO DAS NEVES,,,2,4,2,3,3,2,4,-,,,
292630 RIACHAO DO JACUIPE,,,36,27,24,16,15,19,15,16,,,
292640 RIACHO DE SANTANA,,,-,-,2,4,2,2,-,-,,,
292650 RIBEIRA DO AMPARO,,,3,1,2,2,3,1,2,1,,,
292660 RIBEIRA DO POMBAL,,,11,16,9,-,4,3,4,3,,,
292665 RIBEIRAO DO LARGO,,,-,-,-,-,-,-,-,-,,,
292670 RIO DE CONTAS,,,2,-,2,1,-,4,2,1,,,
292680 RIO DO ANTONIO,,,-,-,-,-,-,-,-,-,,,
292690 RIO DO PIRES,,,14,1,4,7,8,5,6,8,,,
292700 RIO REAL,,,15,13,17,33,26,20,12,-,,,
292710 RODELAS,,,-,-,-,-,-,-,-,-,,,
292720 RUY BARBOSA,,,10,6,8,5,8,8,4,10,,,
292730 SALINAS DA MARGARIDA,,,2,-,-,-,-,2,8,1,,,
292740 SALVADOR,,,1853,1405,1223,1066,933,894,796,371,,,
292750 SANTA BARBARA,,,-,-,-,-,-,-,-,-,,,
292760 SANTA BRIGIDA,,,-,-,-,-,-,-,-,-,,,
292770 SANTA CRUZ CABRALIA,,,10,-,-,-,-,-,-,-,,,
292780 SANTA CRUZ DA VITORIA,,,-,-,-,-,-,-,-,-,,,
292790 SANTA INES,,,26,13,29,20,24,22,41,30,,,
292800 SANTALUZ,,,18,25,8,10,11,8,17,12,,,
292805 SANTA LUZIA,,,-,-,-,-,-,-,-,-,,,
292810 SANTA MARIA DA VITORIA,,,31,19,13,4,6,2,1,-,,,
