Município;2021/Jan;2021/Fev;2021/Mar;2021/Abr;2021/Mai;2021/Jun;2021/Jul;2021/Ago;2021/Set;2021/Out;2021/Nov;2021/Dez;2022/Jan;2022/Fev;2022/Mar;2022/Abr;2022/Mai;2022/Jun;2022/Jul;2022/Ago
431198 MARIANA PIMENTEL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431200 MARIANO MORO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431205 MARQUES DE SOUZA;13;24;71;23;14;25;13;12;20;10;6;9;7;8;17;18;-;-;-;-
431210 MATA;2;2;7;6;14;18;3;4;2;2;4;-;7;-;-;-;-;-;1;-
431213 MATO CASTELHANO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431215 MATO LEITAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431217 MATO QUEIMADO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431220 MAXIMILIANO DE ALMEIDA;11;5;16;18;9;17;10;13;8;5;3;4;9;5;10;12;4;8;7;4
431225 MINAS DO LEAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431230 MIRAGUAI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431235 MONTAURI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431237 MONTE ALEGRE DOS CAMPOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431238 MONTE BELO DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431240 MONTENEGRO;79;85;142;113;75;64;57;36;26;45;40;45;62;54;38;50;32;32;24;13
431242 MORMACO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431244 MORRINHOS DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431245 MORRO REDONDO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431247 MORRO REUTER;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431250 MOSTARDAS;3;16;25;4;4;2;5;5;5;4;2;-;3;3;3;1;-;-;1;-
431260 MUCUM;7;8;25;11;16;9;11;12;6;3;3;-;4;2;7;3;4;3;5;-
431261 MUITOS CAPOES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431262 MULITERNO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431265 NAO-ME-TOQUE;13;24;61;16;21;32;27;14;7;4;-;2;1;2;1;2;1;-;1;-
431267 NICOLAU VERGUEIRO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431270 NONOAI;39;83;61;38;37;33;28;29;30;21;33;16;28;20;30;29;22;21;8;-
431275 NOVA ALVORADA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431280 NOVA ARACA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431290 NOVA BASSANO;30;22;30;14;24;14;16;12;8;4;9;7;9;10;5;9;10;5;3;2
431295 NOVA BOA VISTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431300 NOVA BRESCIA;14;25;20;8;13;5;4;-;10;7;2;1;14;3;4;6;4;2;6;1
431301 NOVA CANDELARIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431303 NOVA ESPERANCA DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431306 NOVA HARTZ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431308 NOVA PADUA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431310 NOVA PALMA;12;10;14;26;24;23;12;11;8;9;21;6;13;14;12;15;10;11;4;-
431320 NOVA PETROPOLIS;15;28;58;20;17;29;17;10;10;18;7;2;18;13;6;8;11;4;-;-
431330 NOVA PRATA;15;33;68;23;32;29;33;10;7;2;4;5;12;4;5;6;4;6;5;7
431333 NOVA RAMADA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431335 NOVA ROMA DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431337 NOVA SANTA RITA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431339 NOVO CABRAIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431340 NOVO HAMBURGO;116;214;419;206;188;198;129;74;79;93;54;40;60;98;55;67;54;15;23;16
431342 NOVO MACHADO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431344 NOVO TIRADENTES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431346 NOVO XINGU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431349 NOVO BARREIRO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431350 OSORIO;82;106;167;85;57;57;36;32;44;49;32;16;39;22;27;16;13;14;8;1
431360 PAIM FILHO;9;11;11;16;8;16;12;11;19;14;12;7;10;12;16;20;21;24;2;-
431365 PALMARES DO SUL;2;16;43;9;4;10;4;2;1;2;-;1;5;1;-;2;2;2;1;-
431370 PALMEIRA DAS MISSOES;12;34;55;36;97;45;44;13;23;28;17;20;31;37;12;25;8;5;6;4
431380 PALMITINHO;28;22;43;33;25;33;20;15;27;21;38;21;29;25;19;33;29;4;-;-
431390 PANAMBI;41;44;150;78;96;89;51;23;6;20;23;19;29;31;23;12;26;18;17;6
431395 PANTANO GRANDE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431400 PARAI;2;8;22;4;6;14;10;1;2;2;1;-;4;5;-;1;-;-;-;-
431402 PARAISO DO SUL;5;13;21;13;17;12;5;-;4;5;3;2;3;7;-;-;-;-;-;-
431403 PARECI NOVO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431405 PAROBE;70;147;227;129;69;86;45;27;32;38;41;29;56;43;25;29;26;12;10;18
431406 PASSA SETE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431407 PASSO DO SOBRADO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431410 PASSO FUNDO;251;325;441;347;532;455;261;194;178;153;145;120;275;223;159;145;177;126;65;40
431413 PAULO BENTO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431415 PAVERAMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431417 PEDRAS ALTAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431420 PEDRO OSORIO;2;4;15;13;8;8;6;7;3;1;1;1;4;3;6;2;4;3;6;-
431430 PEJUCARA;-;-;-;2;-;-;1;-;-;-;-;-;1;1;-;1;1;1;4;1
431440 PELOTAS;169;199;550;422;399;427;364;200;279;349;318;240;258;261;194;150;132;120;74;14
431442 PICADA CAFE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431445 PINHAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431446 PINHAL DA SERRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431447 PINHAL GRANDE;-;-;1;1;2;-;-;1;2;1;3;3;2;-;-;1;-;-;1;-
431449 PINHEIRINHO DO VALE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431450 PINHEIRO MACHADO;-;-;2;11;23;7;3;1;1;3;4;1;4;1;3;5;2;2;2;1
431454 PINTO BANDEIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431455 PIRAPO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431460 PIRATINI;6;7;36;13;18;11;5;4;6;3;8;4;4;3;6;3;2;4;4;2
431470 PLANALTO;4;17;23;19;19;10;1;8;14;9;7;10;8;14;11;2;6;2;7;1
431475 POCO DAS ANTAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431477 PONTAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431478 PONTE PRETA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431480 PORTAO;30;41;98;41;55;43;22;17;17;19;11;17;22;17;10;18;22;26;19;-
431490 PORTO ALEGRE;1677;2198;3575;1956;1563;1353;1264;1074;1058;1077;1002;963;1524;1286;1042;962;1036;738;608;171
431500 PORTO LUCENA;6;3;13;9;7;13;5;3;5;6;5;4;7;7;5;4;2;2;5;2
431505 PORTO MAUA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431507 PORTO VERA CRUZ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431510 PORTO XAVIER;12;11;29;49;71;11;4;2;1;5;9;3;8;10;5;2;2;-;2;1
431513 POUSO NOVO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431514 PRESIDENTE LUCENA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431515 PROGRESSO;16;17;46;19;14;28;18;9;8;9;12;6;11;11;13;8;12;2;-;-
431517 PROTASIO ALVES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431520 PUTINGA;5;10;5;3;1;-;1;3;5;6;2;3;5;1;-;3;1;2;2;2
431530 QUARAI;5;1;1;31;51;43;24;3;2;7;3;5;14;23;4;7;7;5;3;2
431531 QUATRO IRMAOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431532 QUEVEDOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431535 QUINZE DE NOVEMBRO;6;3;18;3;11;6;1;1;-;-;3;-;2;1;2;-;-;1;-;1
431540 REDENTORA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431545 RELVADO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431550 RESTINGA SECA;8;6;3;13;25;22;5;1;-;-;1;2;-;-;-;-;-;-;-;-
431555 RIO DOS INDIOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431560 RIO GRANDE;194;146;286;219;235;226;188;113;49;108;106;59;92;106;59;62;71;64;34;11
431570 RIO PARDO;33;30;95;48;34;28;13;7;5;8;6;3;7;16;1;5;3;7;3;2
431575 RIOZINHO;1;9;29;10;1;2;1;-;-;-;2;1;4;3;-;-;1;-;-;1
431580 ROCA SALES;5;7;25;10;6;6;5;2;1;2;3;-;4;3;1;-;3;1;2;1
431590 RODEIO BONITO;12;14;31;17;9;36;17;19;10;9;29;16;7;22;44;22;12;-;-;-
431595 ROLADOR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431600 ROLANTE;12;32;76;11;10;8;10;9;5;2;6;1;12;15;8;5;2;11;2;4
431610 RONDA ALTA;21;31;71;19;25;60;21;11;16;16;10;6;17;16;7;9;14;9;2;1
431620 RONDINHA;12;11;22;12;6;4;5;6;7;13;6;6;7;6;12;10;7;4;-;5
431630 ROQUE GONZALES;12;8;11;14;9;5;6;6;10;8;2;6;4;10;6;2;8;4;5;-
431640 ROSARIO DO SUL;46;60;70;61;67;44;23;18;33;33;23;28;67;63;39;31;35;12;25;8
431642 SAGRADA FAMILIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431643 SALDANHA MARINHO;-;2;10;3;4;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-
431645 SALTO DO JACUI;1;11;25;24;11;25;10;1;2;7;3;4;6;6;3;1;-;1;2;-
431647 SALVADOR DAS MISSOES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431650 SALVADOR DO SUL;-;1;14;8;10;11;2;3;4;1;5;-;4;3;2;1;4;-;1;3
431660 SANANDUVA;25;22;59;31;46;54;14;15;12;13;15;12;21;10;11;17;15;2;-;-
431670 SANTA BARBARA DO SUL;7;20;38;6;12;15;9;1;-;-;2;3;4;10;2;3;1;1;1;-
431673 SANTA CECILIA DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431675 SANTA CLARA DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431680 SANTA CRUZ DO SUL;75;96;324;246;132;139;81;51;44;45;35;33;97;84;44;50;51;47;54;2
431690 SANTA MARIA;153;225;394;364;394;314;167;88;76;56;77;72;169;174;117;85;89;66;13;11
431695 SANTA MARIA DO HERVAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431697 SANTA MARGARIDA DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431700 SANTANA DA BOA VISTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431710 SANT'ANA DO LIVRAMENTO;65;57;86;113;131;77;33;60;62;61;69;53;91;45;46;72;78;80;60;41
431720 SANTA ROSA;111;106;149;123;151;150;80;39;51;35;58;67;99;82;57;41;35;12;3;1
431725 SANTA TEREZA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431730 SANTA VITORIA DO PALMAR;23;12;30;22;53;25;15;8;7;13;12;7;13;15;12;7;14;7;5;4
431740 SANTIAGO;63;69;177;89;98;103;93;51;47;43;28;23;68;40;29;38;25;30;24;3
431750 SANTO ANGELO;57;70;125;126;176;99;29;44;35;21;26;21;41;29;11;12;15;17;10;12
431755 SANTO ANTONIO DO PALMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431760 SANTO ANTONIO DA PATRULHA;28;40;139;80;56;56;30;19;21;16;16;7;19;7;5;5;3;4;7;4
431770 SANTO ANTONIO DAS MISSOES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431775 SANTO ANTONIO DO PLANALTO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431780 SANTO AUGUSTO;29;31;64;20;72;51;18;12;9;28;47;36;36;32;20;8;20;7;11;-
431790 SANTO CRISTO;13;15;40;13;15;42;19;5;3;7;8;11;13;15;7;8;10;3;5;1
431795 SANTO EXPEDITO DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431800 SAO BORJA;92;140;275;146;178;96;47;32;21;39;42;42;66;42;36;59;43;34;22;7
431805 SAO DOMINGOS DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431810 SAO FRANCISCO DE ASSIS;13;10;18;13;18;30;21;9;6;4;5;5;10;3;3;4;2;6;5;6
431820 SAO FRANCISCO DE PAULA;8;29;93;22;21;14;7;4;1;5;5;2;19;5;4;2;-;-;-;1
431830 SAO GABRIEL;81;76;201;159;126;125;50;29;18;28;44;36;60;59;48;34;53;32;15;17
431840 SAO JERONIMO;84;115;214;121;102;109;43;35;36;37;20;29;55;48;36;31;29;10;-;-
431842 SAO JOAO DA URTIGA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431843 SAO JOAO DO POLESINE;1;1;1;-;2;-;-;-;1;4;1;1;2;-;-;-;-;-;-;-
431844 SAO JORGE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431845 SAO JOSE DAS MISSOES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431846 SAO JOSE DO HERVAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431848 SAO JOSE DO HORTENCIO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431849 SAO JOSE DO INHACORA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431850 SAO JOSE DO NORTE;1;5;9;14;14;21;4;7;5;1;3;3;4;7;5;4;2;2;3;-
431860 SAO JOSE DO OURO;12;18;31;35;30;22;10;5;5;4;2;3;11;15;2;1;5;3;7;1
431861 SAO JOSE DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431862 SAO JOSE DOS AUSENTES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431870 SAO LEOPOLDO;147;136;272;176;187;171;129;103;112;112;82;64;96;78;59;50;45;34;35;5
431880 SAO LOURENCO DO SUL;44;33;63;41;59;77;62;29;26;37;37;29;50;35;28;30;33;20;13;16
431890 SAO LUIZ GONZAGA;73;63;125;77;124;101;58;53;34;41;54;31;40;31;30;26;27;26;20;4
431900 SAO MARCOS;11;13;55;29;48;26;5;3;2;-;2;1;12;10;-;3;-;-;3;-
431910 SAO MARTINHO;4;4;11;1;6;6;1;4;5;5;-;4;2;4;7;5;9;2;3;1
431912 SAO MARTINHO DA SERRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431915 SAO MIGUEL DAS MISSOES;17;14;19;29;42;21;14;16;20;14;13;8;17;19;13;10;19;12;9;5
431920 SAO NICOLAU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431930 SAO PAULO DAS MISSOES;1;9;9;6;13;4;2;2;3;4;3;1;15;10;11;11;7;4;3;2
431935 SAO PEDRO DA SERRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431936 SAO PEDRO DAS MISSOES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431937 SAO PEDRO DO BUTIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431940 SAO PEDRO DO SUL;8;4;20;27;35;25;10;5;4;7;2;2;7;1;1;6;3;-;1;1
431950 SAO SEBASTIAO DO CAI;12;18;59;46;29;26;10;4;9;6;4;2;18;2;6;4;2;5;1;1
431960 SAO SEPE;28;40;74;50;62;80;25;20;32;33;32;25;38;31;33;30;19;24;24;-
431970 SAO VALENTIM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431971 SAO VALENTIM DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431973 SAO VALERIO DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431975 SAO VENDELINO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431980 SAO VICENTE DO SUL;6;7;20;5;17;8;4;1;1;1;3;3;7;7;2;3;3;-;-;-
431990 SAPIRANGA;31;70;149;54;36;31;34;17;36;36;26;33;35;36;39;27;26;21;17;8
432000 SAPUCAIA DO SUL;88;153;279;160;145;121;102;66;71;114;85;71;163;99;82;87;84;40;26;5
432010 SARANDI;12;21;34;26;34;28;22;10;3;9;7;8;20;14;5;6;12;7;5;1
432020 SEBERI;35;32;87;27;35;29;18;15;12;16;21;9;15;24;30;22;7;-;-;-
432023 SEDE NOVA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432026 SEGREDO;5;6;9;11;9;9;2;1;-;3;2;1;1;-;1;1;-;-;-;-
432030 SELBACH;2;14;18;6;21;14;4;10;2;3;6;4;4;9;2;1;8;5;5;7
432032 SENADOR SALGADO FILHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432035 SENTINELA DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432040 SERAFINA CORREA;7;15;40;21;17;17;7;12;8;12;11;3;9;8;5;5;2;-;-;-
432045 SERIO;1;1;10;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
432050 SERTAO;1;9;35;9;12;13;3;14;2;3;1;4;3;4;1;-;-;-;-;-
432055 SERTAO SANTANA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432057 SETE DE SETEMBRO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432060 SEVERIANO DE ALMEIDA;-;2;21;21;18;10;7;2;-;3;-;1;8;-;9;5;3;-;-;-
432065 SILVEIRA MARTINS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432067 SINIMBU;6;12;50;24;20;13;5;5;4;7;11;4;6;9;7;1;6;-;-;-
432070 SOBRADINHO;27;27;69;19;30;28;8;8;7;13;8;12;12;9;9;2;11;2;7;-
432080 SOLEDADE;29;41;86;47;53;103;33;19;18;20;19;11;36;33;23;12;14;2;-;-
432085 TABAI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432090 TAPEJARA;21;27;52;47;73;62;11;9;9;7;11;5;8;5;4;2;9;2;4;-
432100 TAPERA;17;29;42;27;27;27;9;2;7;7;4;5;6;4;6;7;6;1;2;-
432110 TAPES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432120 TAQUARA;34;87;168;74;91;57;12;10;14;15;34;28;28;29;20;42;52;27;19;19
432130 TAQUARI;25;33;45;26;28;20;12;7;7;12;6;1;17;15;-;2;5;9;5;6
432132 TAQUARUCU DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432135 TAVARES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432140 TENENTE PORTELA;41;43;61;47;64;60;28;19;21;41;42;25;26;44;35;36;26;24;22;3
432143 TERRA DE AREIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432145 TEUTONIA;20;45;129;41;19;44;29;16;7;16;14;12;10;12;8;13;9;6;4;-
432146 TIO HUGO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432147 TIRADENTES DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432149 TOROPI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432150 TORRES;32;58;108;38;29;35;28;26;16;16;24;19;33;30;14;29;16;13;13;8
432160 TRAMANDAI;61;72;179;99;70;83;71;49;55;75;67;53;84;66;38;33;48;43;55;34
432162 TRAVESSEIRO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432163 TRES ARROIOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432166 TRES CACHOEIRAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432170 TRES COROAS;29;31;67;29;39;23;14;19;24;16;27;11;14;15;21;13;25;15;20;4
432180 TRES DE MAIO;9;18;38;37;35;38;13;12;6;11;10;10;14;18;12;10;7;6;3;1
432183 TRES FORQUILHAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432185 TRES PALMEIRAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432190 TRES PASSOS;45;57;71;47;47;74;44;25;19;21;31;40;58;24;29;33;29;31;23;14
432195 TRINDADE DO SUL;7;36;33;5;6;13;11;12;5;4;2;4;5;11;6;1;4;3;2;-
432200 TRIUNFO;21;30;58;37;27;26;10;10;5;5;6;5;11;12;6;8;3;7;2;2
432210 TUCUNDUVA;11;24;27;22;26;20;20;12;15;19;25;12;24;14;24;28;13;-;-;-
432215 TUNAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432218 TUPANCI DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432220 TUPANCIRETA;3;16;27;4;14;21;6;1;1;2;16;9;9;10;5;3;8;7;4;3
432225 TUPANDI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432230 TUPARENDI;20;16;20;20;15;19;10;5;3;4;3;3;6;8;7;8;13;3;6;2
432232 TURUCU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432234 UBIRETAMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432235 UNIAO DA SERRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432237 UNISTALDA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432240 URUGUAIANA;87;53;203;297;222;189;50;16;13;25;26;29;49;52;13;9;4;-;-;-
432250 VACARIA;48;70;160;160;256;130;40;26;28;45;26;20;46;32;22;30;24;17;12;-
432252 VALE VERDE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432253 VALE DO SOL;10;5;33;20;34;37;7;6;8;3;6;2;9;9;3;4;7;3;1;1
432254 VALE REAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432255 VANINI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432260 VENANCIO AIRES;37;82;151;78;68;63;38;18;5;15;11;9;32;32;17;19;19;14;6;1
432270 VERA CRUZ;15;19;54;35;21;34;15;12;9;13;19;9;14;18;6;11;12;-;-;-
432280 VERANOPOLIS;24;35;45;33;41;51;29;27;17;13;8;13;17;15;19;10;25;8;10;7
432285 VESPASIANO CORREA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432290 VIADUTOS;2;5;3;7;6;8;1;2;-;2;1;2;1;-;2;5;2;2;-;-
432300 VIAMAO;64;125;227;115;96;77;47;38;51;57;32;36;67;45;41;31;22;41;26;9
432310 VICENTE DUTRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432320 VICTOR GRAEFF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432330 VILA FLORES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432335 VILA LANGARO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432340 VILA MARIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432345 VILA NOVA DO SUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432350 VISTA ALEGRE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432360 VISTA ALEGRE DO PRATA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432370 VISTA GAUCHA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432375 VITORIA DAS MISSOES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432377 WESTFALIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
432380 XANGRI-LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
500020 AGUA CLARA;2;4;8;28;10;5;4;4;1;-;4;-;6;8;5;6;1;4;-;-
500025 ALCINOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
500060 AMAMBAI;34;34;34;39;58;64;35;45;25;32;30;32;26;26;15;13;32;20;10;-
500070 ANASTACIO;12;13;10;8;23;26;19;14;2;-;3;-;6;5;1;1;-;2;3;-
500080 ANAURILANDIA;2;5;8;9;10;2;1;1;-;1;-;-;-;-;-;-;3;2;1;-
